CME,2018-09-30,$4.52B,$70.36B,6.33%
CME,2018-06-30,$4.41B,$69.20B,6.02%
CME,2018-03-31,$4.26B,$69.92B,5.64%
CME,2017-12-31,$4.06B,$75.79B,5.28%
CME,2017-09-30,$1.50B,$78.32B,1.99%
CME,2017-06-30,$1.66B,$78.54B,2.32%
CME,2017-03-31,$1.57B,$75.48B,2.27%
CME,2016-12-31,$1.53B,$69.37B,2.28%
CME,2016-09-30,$1.45B,$63.25B,2.18%
CME,2016-06-30,$1.34B,$67.63B,1.88%
CME,2016-03-31,$1.29B,$68.77B,1.77%
CME,2015-12-31,$1.25B,$67.36B,1.67%
CME,2015-09-30,$1.26B,$80.95B,1.66%
CME,2015-06-30,$1.19B,$73.66B,1.66%
CME,2015-03-31,$1.19B,$77.13B,1.80%
CME,2014-12-31,$1.13B,$72.24B,1.87%
CME,2014-09-30,$1.01B,$63.97B,1.82%
CME,2014-06-30,$0.96B,$51.61B,1.85%
CME,2014-03-31,$1.01B,$53.17B,1.98%
CME,2013-12-31,$0.98B,$54.28B,2.03%
CME,2013-09-30,$0.95B,$48.98B,2.15%
CME,2013-06-30,$0.93B,$46.88B,2.22%
CME,2013-03-31,$0.87B,$42.42B,2.18%
CME,2012-12-31,$0.90B,$38.86B,2.30%
CME,2012-09-30,$1.48B,$39.86B,3.74%
CME,2012-06-30,$1.57B,$37.95B,4.01%
CME,2012-03-31,$1.62B,$39.29B,4.20%
CME,2011-12-31,$1.81B,$40.76B,4.84%
CME,2011-09-30,$1.26B,$38.89B,3.50%
CME,2011-06-30,$1.19B,$35.59B,3.43%
CME,2011-03-31,$1.17B,$34.71B,3.39%
CME,2010-12-31,$0.95B,$35.05B,2.75%
CME,2010-09-30,$0.96B,$33.69B,2.76%
CME,2010-06-30,$0.92B,$34.26B,2.59%
CME,2010-03-31,$0.87B,$35.20B,2.38%
CME,2009-12-31,$0.83B,$35.65B,2.19%
CME,2009-09-30,$0.69B,$36.52B,1.68%
CME,2009-06-30,$0.65B,$38.53B,1.57%
CME,2009-03-31,$0.63B,$39.92B,1.73%
CME,2008-12-31,$0.72B,$48.16B,2.29%
CME,2008-09-30,$0.86B,$39.26B,3.51%
CME,2008-06-30,$0.89B,$18.56B,4.57%
CME,2008-03-31,$0.81B,$19.24B,5.04%
CME,2007-12-31,$0.66B,$20.31B,5.26%
CME,2007-09-30,$0.56B,$19.65B,6.57%
CME,2007-06-30,$0.46B,$5.30B,10.29%
CME,2007-03-31,$0.45B,$4.89B,11.08%
CME,2006-12-31,$0.41B,$4.31B,10.43%
CME,2006-09-30,$0.38B,$3.50B,9.96%
CME,2006-06-30,$0.35B,$3.45B,9.59%
CME,2006-03-31,$0.33B,$4.39B,8.87%
CME,2005-12-31,$0.31B,$3.97B,9.00%
BX,2020-12-31,$1.05B,$26.27B,3.91%
BX,2020-09-30,$0.78B,$25.04B,2.75%
BX,2020-06-30,$0.76B,$28.84B,2.53%
BX,2020-03-31,$0.50B,$26.95B,1.63%
BX,2019-12-31,$2.05B,$32.59B,6.51%
BX,2019-09-30,$1.56B,$32.39B,5.09%
BX,2019-06-30,$1.22B,$30.97B,4.06%
BX,2019-03-31,$1.66B,$29.88B,5.55%
BX,2018-12-31,$1.54B,$28.93B,5.25%
BX,2018-09-30,$1.86B,$30.46B,6.04%
BX,2018-06-30,$1.79B,$30.08B,5.77%
BX,2018-03-31,$1.39B,$27.93B,4.47%
BX,2017-12-31,$1.47B,$34.42B,4.72%
BX,2017-09-30,$1.54B,$31.76B,5.26%
BX,2017-06-30,$1.47B,$30.13B,5.38%
BX,2017-03-31,$1.33B,$28.34B,5.21%
BX,2016-12-31,$1.04B,$26.40B,4.34%
BX,2016-09-30,$0.87B,$24.41B,3.79%
BX,2016-06-30,$0.31B,$23.04B,1.34%
BX,2016-03-31,$0.24B,$22.05B,1.03%
BX,2015-12-31,$0.71B,$22.53B,2.75%
BX,2015-09-30,$1.06B,$23.62B,3.78%
BX,2015-06-30,$1.57B,$24.68B,5.26%
BX,2015-03-31,$1.95B,$32.41B,6.26%
BX,2014-12-31,$1.59B,$31.50B,5.19%
BX,2014-09-30,$1.66B,$30.51B,5.50%
BX,2014-06-30,$1.58B,$30.06B,5.35%
BX,2014-03-31,$1.27B,$30.03B,4.40%
BX,2013-12-31,$1.17B,$29.68B,4.13%
BX,2013-09-30,$0.66B,$28.04B,2.33%
BX,2013-06-30,$0.61B,$27.74B,2.18%
BX,2013-03-31,$0.33B,$27.98B,1.18%
BX,2012-12-31,$0.22B,$28.93B,0.80%
BX,2012-09-30,$0.09B,$27.80B,0.35%
BX,2012-06-30,$-0.32B,$26.14B,-1.30%
BX,2012-03-31,$-0.15B,$26.55B,-0.66%
BX,2011-12-31,$-0.17B,$21.91B,-0.79%
BX,2011-09-30,$-0.16B,$22.07B,-0.76%
BX,2011-06-30,$0.07B,$22.33B,0.38%
BX,2011-03-31,$-0.21B,$19.25B,-1.13%
BX,2010-12-31,$-0.37B,$18.85B,-2.22%
BX,2010-09-30,$-0.50B,$17.74B,-3.51%
BX,2010-06-30,$-0.63B,$16.47B,-5.26%
BX,2010-03-31,$-0.60B,$13.49B,-6.14%
BX,2009-12-31,$-0.72B,$9.41B,-8.53%
BX,2009-09-30,$-0.99B,$8.73B,-11.75%
BX,2009-06-30,$-1.15B,$7.70B,-12.51%
BX,2009-03-31,$-1.14B,$7.68B,-10.74%
BX,2008-12-31,$-1.16B,$9.49B,-9.66%
BX,2008-09-30,$-0.92B,$11.95B,-7.08%
BX,2008-06-30,$-0.69B,$13.49B,-5.23%
BX,2008-03-31,$0.24B,$13.22B,1.65%
BX,2007-12-31,$1.62B,$13.17B,14.45%
BX,2007-09-30,$2.17B,$12.97B,27.29%
BX,2007-06-30,$2.50B,$18.78B,53.31%
USB,2020-12-31,$4.62B,$553.91B,0.85%
USB,2020-09-30,$4.60B,$540.46B,0.87%
USB,2020-06-30,$4.93B,$546.65B,0.95%
USB,2020-03-31,$6.06B,$542.91B,1.21%
USB,2019-12-31,$6.58B,$495.43B,1.36%
USB,2019-09-30,$6.95B,$487.67B,1.45%
USB,2019-06-30,$6.86B,$481.72B,1.45%
USB,2019-03-31,$6.80B,$475.78B,1.46%
USB,2018-12-31,$6.78B,$467.37B,1.46%
USB,2018-09-30,$6.62B,$464.61B,1.43%
USB,2018-06-30,$6.37B,$461.33B,1.38%
USB,2018-03-31,$6.12B,$460.12B,1.33%
USB,2017-12-31,$5.91B,$462.04B,1.29%
USB,2017-09-30,$5.69B,$459.23B,1.25%
USB,2017-06-30,$5.64B,$463.84B,1.24%
USB,2017-03-31,$5.65B,$449.52B,1.26%
USB,2016-12-31,$5.59B,$445.96B,1.27%
USB,2016-09-30,$5.60B,$454.13B,1.29%
USB,2016-06-30,$5.59B,$438.46B,1.31%
USB,2016-03-31,$5.57B,$428.64B,1.32%
USB,2015-12-31,$5.61B,$421.85B,1.35%
USB,2015-09-30,$5.62B,$415.94B,1.37%
USB,2015-06-30,$5.61B,$419.08B,1.38%
USB,2015-03-31,$5.62B,$410.23B,1.41%
USB,2014-12-31,$5.58B,$402.53B,1.44%
USB,2014-09-30,$5.55B,$391.28B,1.47%
USB,2014-06-30,$5.55B,$389.07B,1.49%
USB,2014-03-31,$5.53B,$371.29B,1.52%
USB,2013-12-31,$5.55B,$364.02B,1.55%
USB,2013-09-30,$5.51B,$360.68B,1.55%
USB,2013-06-30,$5.52B,$353.42B,1.56%
USB,2013-03-31,$5.46B,$355.45B,1.54%
USB,2012-12-31,$5.38B,$353.86B,1.54%
USB,2012-09-30,$5.35B,$352.25B,1.54%
USB,2012-06-30,$5.18B,$353.14B,1.52%
USB,2012-03-31,$5.00B,$340.76B,1.50%
USB,2011-12-31,$4.72B,$340.12B,1.45%
USB,2011-09-30,$4.36B,$330.14B,1.37%
USB,2011-06-30,$3.99B,$320.87B,1.30%
USB,2011-03-31,$3.69B,$311.46B,1.24%
USB,2010-12-31,$3.33B,$307.79B,1.14%
USB,2010-09-30,$2.96B,$290.65B,1.04%
USB,2010-06-30,$2.67B,$283.24B,0.96%
USB,2010-03-31,$2.03B,$282.43B,0.74%
USB,2009-12-31,$1.80B,$281.18B,0.67%
USB,2009-09-30,$1.48B,$265.06B,0.56%
USB,2009-06-30,$1.46B,$265.56B,0.56%
USB,2009-03-31,$2.16B,$263.62B,0.84%
USB,2008-12-31,$2.82B,$265.91B,1.13%
USB,2008-09-30,$3.48B,$247.06B,1.43%
USB,2008-06-30,$4.01B,$246.54B,1.68%
USB,2008-03-31,$4.22B,$241.78B,1.82%
USB,2007-12-31,$4.26B,$237.62B,1.87%
USB,2007-09-30,$4.52B,$227.63B,2.03%
USB,2007-06-30,$4.62B,$222.53B,2.10%
USB,2007-03-31,$4.67B,$221.45B,2.14%
USB,2006-12-31,$4.70B,$219.23B,2.19%
USB,2006-09-30,$4.67B,$216.86B,2.20%
USB,2006-06-30,$4.63B,$213.41B,2.21%
USB,2006-03-31,$4.57B,$209.91B,2.20%
USB,2005-12-31,$4.49B,$209.47B,2.19%
NTRS,2020-12-31,$1.15B,$170.00B,0.73%
NTRS,2020-09-30,$1.28B,$152.08B,0.85%
NTRS,2020-06-30,$1.37B,$151.43B,0.95%
NTRS,2020-03-31,$1.45B,$161.71B,1.05%
NTRS,2019-12-31,$1.45B,$136.83B,1.13%
NTRS,2019-09-30,$1.49B,$124.36B,1.18%
NTRS,2019-06-30,$1.48B,$126.55B,1.15%
NTRS,2019-03-31,$1.48B,$121.87B,1.13%
NTRS,2018-12-31,$1.51B,$132.21B,1.14%
NTRS,2018-09-30,$1.44B,$132.38B,1.08%
NTRS,2018-06-30,$1.37B,$135.11B,1.02%
NTRS,2018-03-31,$1.24B,$129.67B,0.95%
NTRS,2017-12-31,$1.13B,$138.59B,0.87%
NTRS,2017-09-30,$1.04B,$131.40B,0.83%
NTRS,2017-06-30,$1.01B,$125.61B,0.82%
NTRS,2017-03-31,$1.01B,$121.49B,0.83%
NTRS,2016-12-31,$0.99B,$123.93B,0.82%
NTRS,2016-09-30,$0.96B,$120.09B,0.81%
NTRS,2016-06-30,$0.94B,$121.51B,0.79%
NTRS,2016-03-31,$0.95B,$117.80B,0.80%
NTRS,2015-12-31,$0.94B,$116.75B,0.81%
NTRS,2015-09-30,$0.94B,$120.00B,0.82%
NTRS,2015-06-30,$0.91B,$119.94B,0.82%
NTRS,2015-03-31,$0.83B,$106.95B,0.77%
NTRS,2014-12-31,$0.79B,$109.95B,0.73%
NTRS,2014-09-30,$0.73B,$111.15B,0.69%
NTRS,2014-06-30,$0.73B,$105.76B,0.72%
NTRS,2014-03-31,$0.74B,$103.83B,0.74%
NTRS,2013-12-31,$0.72B,$102.95B,0.74%
NTRS,2013-09-30,$0.72B,$95.97B,0.75%
NTRS,2013-06-30,$0.69B,$97.24B,0.73%
NTRS,2013-03-31,$0.68B,$93.16B,0.72%
NTRS,2012-12-31,$0.68B,$97.46B,0.72%
NTRS,2012-09-30,$0.64B,$93.63B,0.67%
NTRS,2012-06-30,$0.63B,$94.46B,0.66%
NTRS,2012-03-31,$0.61B,$91.60B,0.63%
NTRS,2011-12-31,$0.60B,$100.22B,0.62%
NTRS,2011-09-30,$0.62B,$96.10B,0.67%
NTRS,2011-06-30,$0.61B,$97.40B,0.68%
NTRS,2011-03-31,$0.66B,$92.68B,0.78%
NTRS,2010-12-31,$0.67B,$83.84B,0.83%
NTRS,2010-09-30,$0.71B,$80.72B,0.89%
NTRS,2010-06-30,$0.75B,$80.05B,0.94%
NTRS,2010-03-31,$0.77B,$76.32B,0.99%
NTRS,2009-12-31,$0.75B,$82.14B,0.96%
NTRS,2009-09-30,$0.88B,$77.90B,1.13%
NTRS,2009-06-30,$0.55B,$75.05B,0.70%
NTRS,2009-03-31,$0.54B,$78.47B,0.68%
NTRS,2008-12-31,$0.78B,$82.05B,1.00%
NTRS,2008-09-30,$0.58B,$79.24B,0.77%
NTRS,2008-06-30,$0.93B,$74.81B,1.32%
NTRS,2008-03-31,$0.93B,$77.48B,1.38%
NTRS,2007-12-31,$0.73B,$67.61B,1.16%
NTRS,2007-09-30,$0.77B,$63.10B,1.27%
NTRS,2007-06-30,$0.73B,$59.61B,1.24%
NTRS,2007-03-31,$0.69B,$59.53B,1.21%
NTRS,2006-12-31,$0.67B,$60.71B,1.21%
NTRS,2006-09-30,$0.64B,$55.20B,1.21%
NTRS,2006-06-30,$0.63B,$53.33B,1.22%
NTRS,2006-03-31,$0.61B,$50.20B,1.23%
NTRS,2005-12-31,$0.59B,$53.41B,1.19%
KKR,2020-12-31,$1.95B,$79.81B,2.90%
KKR,2020-09-30,$0.98B,$70.66B,1.58%
KKR,2020-06-30,$0.17B,$62.11B,0.28%
KKR,2020-03-31,$-0.02B,$55.60B,-0.03%
KKR,2019-12-31,$1.97B,$60.90B,3.46%
KKR,2019-09-30,$1.06B,$57.65B,1.95%
KKR,2019-06-30,$1.46B,$57.52B,2.78%
KKR,2019-03-31,$1.63B,$52.00B,3.23%
KKR,2018-12-31,$1.10B,$50.74B,2.22%
KKR,2018-09-30,$1.66B,$50.34B,3.44%
KKR,2018-06-30,$1.17B,$48.57B,2.51%
KKR,2018-03-31,$0.90B,$47.58B,1.98%
KKR,2017-12-31,$0.99B,$45.84B,2.26%
KKR,2017-09-30,$0.99B,$44.31B,2.36%
KKR,2017-06-30,$1.19B,$42.87B,2.94%
KKR,2017-03-31,$0.88B,$41.64B,2.24%
KKR,2016-12-31,$0.29B,$39.00B,0.77%
KKR,2016-09-30,$0.15B,$37.99B,0.33%
KKR,2016-06-30,$-0.40B,$37.51B,-0.75%
KKR,2016-03-31,$-0.11B,$34.43B,-0.18%
KKR,2015-12-31,$0.49B,$71.04B,0.70%
KKR,2015-09-30,$0.46B,$69.06B,0.66%
KKR,2015-06-30,$0.74B,$71.69B,1.09%
KKR,2015-03-31,$0.54B,$67.29B,0.81%
KKR,2014-12-31,$0.48B,$65.87B,0.75%
KKR,2014-09-30,$0.76B,$66.33B,1.26%
KKR,2014-06-30,$0.87B,$65.63B,1.57%
KKR,2014-03-31,$0.71B,$56.40B,1.41%
KKR,2013-12-31,$0.69B,$51.43B,1.46%
KKR,2013-09-30,$0.51B,$48.16B,1.12%
KKR,2013-06-30,$0.43B,$44.81B,0.97%
KKR,2013-03-31,$0.56B,$45.54B,1.28%
KKR,2012-12-31,$0.56B,$44.43B,1.29%
KKR,2012-09-30,$0.51B,$43.65B,1.20%
KKR,2012-06-30,$0.14B,$42.61B,0.34%
KKR,2012-03-31,$0.03B,$43.52B,0.08%
KKR,2011-12-31,$0.00B,$40.38B,0.01%
KKR,2011-09-30,$0.14B,$38.63B,0.35%
KKR,2011-06-30,$0.39B,$40.59B,1.01%
KKR,2011-03-31,$0.38B,$39.87B,1.03%
KKR,2010-12-31,$0.33B,$38.39B,1.25%
KKR,2010-06-30,$0.76B,$33.82B,9.00%
KKR,2010-03-31,$1.10B,$0.00B,inf%
L,2020-12-31,$-0.93B,$80.24B,-1.17%
L,2020-09-30,$-1.11B,$79.46B,-1.39%
L,2020-06-30,$-1.18B,$78.44B,-1.46%
L,2020-03-31,$-0.09B,$79.25B,-0.12%
L,2019-12-31,$0.93B,$82.24B,1.14%
L,2019-09-30,$0.55B,$82.50B,0.68%
L,2019-06-30,$0.76B,$82.28B,0.95%
L,2019-03-31,$0.74B,$80.45B,0.93%
L,2018-12-31,$0.64B,$78.32B,0.80%
L,2018-09-30,$1.28B,$78.73B,1.60%
L,2018-06-30,$1.16B,$80.73B,1.45%
L,2018-03-31,$1.16B,$80.79B,1.46%
L,2017-12-31,$1.16B,$79.59B,1.48%
L,2017-09-30,$0.97B,$79.53B,1.25%
L,2017-06-30,$1.14B,$79.10B,1.47%
L,2017-03-31,$0.85B,$77.11B,1.09%
L,2016-12-31,$0.65B,$76.59B,0.84%
L,2016-09-30,$0.16B,$78.51B,0.21%
L,2016-06-30,$0.02B,$79.18B,0.02%
L,2016-03-31,$0.25B,$77.22B,0.33%
L,2015-12-31,$0.26B,$76.01B,0.34%
L,2015-09-30,$0.67B,$77.53B,0.86%
L,2015-06-30,$0.70B,$78.02B,0.89%
L,2015-03-31,$0.64B,$78.62B,0.81%
L,2014-12-31,$0.59B,$78.37B,0.74%
L,2014-09-30,$0.19B,$78.53B,0.23%
L,2014-06-30,$0.26B,$82.89B,0.32%
L,2014-03-31,$0.41B,$81.80B,0.51%
L,2013-12-31,$0.60B,$79.94B,0.74%
L,2013-09-30,$0.76B,$79.51B,0.95%
L,2013-06-30,$0.66B,$80.05B,0.82%
L,2013-03-31,$0.44B,$80.61B,0.56%
L,2012-12-31,$0.57B,$80.02B,0.72%
L,2012-09-30,$0.87B,$79.55B,1.13%
L,2012-06-30,$0.86B,$77.33B,1.12%
L,2012-03-31,$1.05B,$77.24B,1.38%
L,2011-12-31,$1.06B,$75.27B,1.40%
L,2011-09-30,$1.26B,$76.31B,1.65%
L,2011-06-30,$1.13B,$76.07B,1.48%
L,2011-03-31,$1.25B,$75.97B,1.64%
L,2010-12-31,$1.29B,$76.28B,1.70%
L,2010-09-30,$1.23B,$76.82B,1.62%
L,2010-06-30,$1.66B,$75.06B,2.21%
L,2010-03-31,$1.63B,$75.86B,2.20%
L,2009-12-31,$0.56B,$74.07B,0.78%
L,2009-09-30,$-0.80B,$75.11B,-1.11%
L,2009-06-30,$-1.40B,$71.63B,-1.97%
L,2009-03-31,$3.12B,$69.67B,4.33%
L,2008-12-31,$4.32B,$69.87B,5.86%
L,2008-09-30,$5.79B,$73.42B,7.69%
L,2008-06-30,$6.34B,$74.78B,8.26%
L,2008-03-31,$1.99B,$76.89B,2.55%
L,2007-12-31,$2.08B,$76.12B,2.68%
L,2007-09-30,$2.32B,$78.97B,2.97%
L,2007-06-30,$2.43B,$79.54B,3.14%
L,2007-03-31,$2.39B,$76.74B,3.17%
L,2006-12-31,$2.21B,$76.88B,2.99%
L,2006-09-30,$1.51B,$75.78B,2.09%
L,2006-06-30,$1.23B,$71.71B,1.70%
L,2006-03-31,$1.14B,$71.33B,1.56%
L,2005-12-31,$0.96B,$70.91B,1.31%
PRU,2020-12-31,$-0.37B,$940.72B,-0.04%
PRU,2020-09-30,$-0.07B,$911.59B,-0.01%
PRU,2020-06-30,$-0.13B,$915.39B,-0.02%
PRU,2020-03-31,$2.98B,$873.71B,0.34%
PRU,2019-12-31,$4.19B,$896.55B,0.48%
PRU,2019-09-30,$3.90B,$885.63B,0.46%
PRU,2019-06-30,$4.15B,$873.83B,0.49%
PRU,2019-03-31,$3.64B,$849.32B,0.44%
PRU,2018-12-31,$4.07B,$815.08B,0.50%
PRU,2018-09-30,$7.00B,$822.75B,0.85%
PRU,2018-06-30,$7.56B,$819.86B,0.92%
PRU,2018-03-31,$7.86B,$829.68B,0.95%
PRU,2017-12-31,$7.86B,$832.14B,0.96%
PRU,2017-09-30,$4.38B,$821.13B,0.55%
PRU,2017-06-30,$3.97B,$812.59B,0.49%
PRU,2017-03-31,$4.40B,$797.37B,0.55%
PRU,2016-12-31,$4.37B,$783.96B,0.55%
PRU,2016-09-30,$4.82B,$819.87B,0.61%
PRU,2016-06-30,$4.46B,$796.49B,0.58%
PRU,2016-03-31,$4.94B,$773.00B,0.65%
PRU,2015-12-31,$5.64B,$757.26B,0.74%
PRU,2015-09-30,$3.45B,$754.53B,0.45%
PRU,2015-06-30,$2.50B,$762.73B,0.32%
PRU,2015-03-31,$2.18B,$778.61B,0.28%
PRU,2014-12-31,$1.38B,$766.66B,0.18%
PRU,2014-09-30,$2.38B,$764.15B,0.32%
PRU,2014-06-30,$2.90B,$765.54B,0.39%
PRU,2014-03-31,$1.29B,$746.74B,0.18%
PRU,2013-12-31,$-0.67B,$731.78B,-0.09%
PRU,2013-09-30,$-0.39B,$723.13B,-0.05%
PRU,2013-06-30,$-2.00B,$705.62B,-0.28%
PRU,2013-03-31,$0.74B,$724.10B,0.11%
PRU,2012-12-31,$0.52B,$709.24B,0.08%
PRU,2012-09-30,$1.39B,$671.70B,0.22%
PRU,2012-06-30,$3.57B,$647.46B,0.57%
PRU,2012-03-31,$2.13B,$637.74B,0.34%
PRU,2011-12-31,$3.63B,$620.24B,0.59%
PRU,2011-09-30,$2.93B,$611.47B,0.50%
PRU,2011-06-30,$2.58B,$613.38B,0.45%
PRU,2011-03-31,$2.87B,$599.01B,0.53%
PRU,2010-12-31,$3.00B,$539.85B,0.58%
PRU,2010-09-30,$4.88B,$526.92B,0.98%
PRU,2010-06-30,$4.72B,$495.99B,0.97%
PRU,2010-03-31,$3.81B,$491.86B,0.80%
PRU,2009-12-31,$3.12B,$480.20B,0.68%
PRU,2009-09-30,$-0.32B,$475.47B,-0.07%
PRU,2009-06-30,$-1.58B,$444.72B,-0.36%
PRU,2009-03-31,$-1.16B,$427.53B,-0.26%
PRU,2008-12-31,$-1.12B,$445.01B,-0.24%
PRU,2008-09-30,$1.29B,$460.40B,0.27%
PRU,2008-06-30,$2.34B,$474.61B,0.49%
PRU,2008-03-31,$2.60B,$478.32B,0.55%
PRU,2007-12-31,$3.66B,$485.81B,0.78%
PRU,2007-09-30,$3.87B,$480.41B,0.83%
PRU,2007-06-30,$4.21B,$461.81B,0.92%
PRU,2007-03-31,$3.82B,$458.91B,0.85%
PRU,2006-12-31,$3.43B,$454.27B,0.77%
PRU,2006-09-30,$2.76B,$446.90B,0.64%
PRU,2006-06-30,$2.91B,$440.68B,0.69%
PRU,2006-03-31,$3.34B,$433.62B,0.80%
PRU,2005-12-31,$3.54B,$413.37B,0.86%
TRV,2020-12-31,$2.68B,$116.76B,2.35%
TRV,2020-09-30,$2.24B,$116.38B,2.00%
TRV,2020-06-30,$1.81B,$113.34B,1.64%
TRV,2020-03-31,$2.41B,$109.44B,2.20%
TRV,2019-12-31,$2.60B,$110.12B,2.39%
TRV,2019-09-30,$2.35B,$110.24B,2.19%
TRV,2019-06-30,$2.66B,$108.57B,2.51%
TRV,2019-03-31,$2.63B,$107.25B,2.51%
TRV,2018-12-31,$2.50B,$104.23B,2.41%
TRV,2018-09-30,$2.44B,$104.39B,2.35%
TRV,2018-06-30,$2.02B,$103.52B,1.95%
TRV,2018-03-31,$2.09B,$103.68B,2.02%
TRV,2017-12-31,$2.04B,$103.48B,1.98%
TRV,2017-09-30,$2.43B,$104.31B,2.38%
TRV,2017-06-30,$2.85B,$102.67B,2.80%
TRV,2017-03-31,$2.92B,$101.25B,2.87%
TRV,2016-12-31,$2.99B,$100.25B,2.94%
TRV,2016-09-30,$2.91B,$102.79B,2.86%
TRV,2016-06-30,$3.13B,$102.45B,3.08%
TRV,2016-03-31,$3.27B,$101.68B,3.23%
TRV,2015-12-31,$3.41B,$100.18B,3.36%
TRV,2015-09-30,$3.59B,$102.11B,3.50%
TRV,2015-06-30,$3.58B,$101.66B,3.47%
TRV,2015-03-31,$3.45B,$102.69B,3.32%
TRV,2014-12-31,$3.67B,$103.08B,3.52%
TRV,2014-09-30,$3.62B,$104.52B,3.47%
TRV,2014-06-30,$3.56B,$104.81B,3.43%
TRV,2014-03-31,$3.80B,$104.13B,3.69%
TRV,2013-12-31,$3.65B,$103.81B,3.54%
TRV,2013-09-30,$2.97B,$102.69B,2.87%
TRV,2013-06-30,$2.97B,$101.90B,2.85%
TRV,2013-03-31,$2.54B,$103.90B,2.43%
TRV,2012-12-31,$2.45B,$104.94B,2.34%
TRV,2012-09-30,$2.77B,$105.45B,2.64%
TRV,2012-06-30,$2.24B,$104.33B,2.13%
TRV,2012-03-31,$1.38B,$104.87B,1.31%
TRV,2011-12-31,$1.41B,$104.58B,1.34%
TRV,2011-09-30,$1.66B,$106.93B,1.57%
TRV,2011-06-30,$2.34B,$106.47B,2.20%
TRV,2011-03-31,$3.37B,$105.25B,3.17%
TRV,2010-12-31,$3.19B,$105.66B,2.97%
TRV,2010-09-30,$3.61B,$108.15B,3.33%
